Date,Time,Test Stand,GO #,Code String,% Load,Refrigerant,Test Length,SN #,Net Evap Capacity,Evap GPM,EEWT,ELWT,Evap Delta T,EvapWaterDeltaP Corrected ftH2O,Evap Presure,Baro Pressure,Cond GPM,CLWT,CEWT,Cond Delta T,CondWaterDeltaP Corrected ftH2O,Cond Pressure,Liquid Line Temp,Subcooling ,Suction Temp,Discharge Temp,Discharge SH,FreqC1PhA,PowerTotal,Efficiency,Energy Balance,Suction SH,Evap Sat Temp,Cond Sat Temp Circuit 1,Volts Avg,VoltBalance,EvapWaterDeltaP ftH2O,CondWaterDeltaP ftH2O,Tons Time Ave,Evap WF Time Ave,Evap WT In Time Ave,Evap WT Out Time Ave,Evap Delta Press Time Ave,Cond WF Time Ave,Cond WT In Time Ave,Cond Delta Press Time Ave,Voltage Ave Time Ave,Voltage Bal Time Ave,Voltage Freq Time Ave,KW/Ton Time Ave,Energy Bal Time Ave,Evap WF Stab Time Ave,Evap WT In Stab Time Ave,Evap WT Out Stab Time Ave,Cond WF Stab Time Ave,Cond WT In Stab Time Ave,Voltage Ave Stab Time Ave,Voltage Freq Stab Time Ave,Pass,EXV Pos FB,EXV Pos SP,IGV Pos Mech FB,VFD Speed FB,VFD Speed SP
12/17/21 ,17:12:38.41,800 WCTS,6025037-00100,WME092CSCM7/E3612-JB2C-2/C3012-GB2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000070,114.036398,1189.104102,70.889655,68.552340,2.337315,-0.426476,37.931951,0.000000,1471.586707,74.321242,72.298074,2.023167,-0.815104,66.184667,0.000000,0.000000,0.000000,0.000000,0.000000,60.008043,27.120043,0.237819,-0.805891,0.000000,0.000000,0.000000,569.713376,0.381478,-0.426476,-0.815104,     NaN,596.643717,     NaN,     NaN,-0.306581,592.853208,     NaN,-0.264332,465.544223,1.000000,49.000322,     NaN,     NaN,     NaN,439.051805,     NaN,     NaN,595.321500,     NaN,221.192436,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/17/21 ,17:12:43.41,800 WCTS,6025037-00100,WME092CSCM7/E3612-JB2C-2/C3012-GB2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000070,124.687737,1190.497559,70.768709,68.214541,2.554168,-0.405002,37.950741,0.000000,1473.150488,74.569037,72.367084,2.201953,-0.808803,66.194581,0.000000,0.000000,0.000000,0.000000,0.000000,60.011079,29.440079,0.236110,-0.417440,0.000000,0.000000,0.000000,569.646745,0.382108,-0.405002,-0.808803,     NaN,603.273574,     NaN,     NaN,-0.306155,600.861940,     NaN,-0.263797,465.550482,1.000000,49.000306,     NaN,     NaN,     NaN,438.954439,     NaN,     NaN,597.419747,     NaN,221.195384,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/17/21 ,17:12:48.40,800 WCTS,6025037-00100,WME092CSCM7/E3612-JB2C-2/C3012-GB2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000070,136.479959,1195.612109,70.648672,67.904509,2.744164,-0.399450,37.965790,0.000000,1471.818933,74.799236,72.428528,2.370708,-0.811921,66.189192,0.000000,0.000000,0.000000,0.000000,0.000000,60.011003,29.440003,0.215709,-0.121494,0.000000,0.000000,0.000000,569.646669,0.382108,-0.399450,-0.811921,     NaN,609.921437,     NaN,     NaN,-0.305733,608.903531,     NaN,-0.263302,465.556260,1.000000,49.000317,     NaN,     NaN,     NaN,438.776878,     NaN,     NaN,599.368623,     NaN,221.198104,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/17/21 ,17:12:53.41,800 WCTS,6025037-00100,WME092CSCM7/E3612-JB2C-2/C3012-GB2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000070,142.020404,1194.966992,70.572374,67.715327,2.857047,-0.402234,37.957948,0.000000,1470.502881,74.940602,72.464926,2.475676,-0.816358,66.343613,0.000000,0.000000,0.000000,0.000000,0.000000,60.011001,29.440001,0.207294,-0.610983,0.000000,0.000000,0.000000,569.646668,0.382108,-0.402234,-0.816358,     NaN,616.574461,     NaN,     NaN,-0.305306,616.956189,     NaN,-0.262782,465.561741,1.000000,49.000317,     NaN,     NaN,     NaN,438.516787,     NaN,     NaN,601.160568,     NaN,221.200686,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/17/21 ,17:12:58.40,800 WCTS,6025037-00100,WME092CSCM7/E3612-JB2C-2/C3012-GB2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000070,147.103255,1192.876794,70.498921,67.534496,2.964426,-0.395010,37.966616,0.000000,1472.758240,75.076894,72.497704,2.579190,-0.814398,66.325032,0.000000,0.000000,0.000000,0.000000,0.000000,60.008098,39.590098,0.269131,-0.383460,0.000000,0.000000,0.000000,569.430098,0.388107,-0.395010,-0.814398,     NaN,623.214352,     NaN,     NaN,-0.304873,625.051598,     NaN,-0.262293,465.566242,1.000000,49.000306,     NaN,     NaN,     NaN,438.135019,     NaN,     NaN,602.822793,     NaN,221.202804,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/17/21 ,17:13:03.41,800 WCTS,6025037-00100,WME092CSCM7/E3612-JB2C-2/C3012-GB2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000070,152.905218,1193.418677,70.422494,67.342610,3.079884,-0.379735,37.975698,0.000000,1471.478284,75.225784,72.533026,2.692758,-0.821934,66.280438,0.000000,0.000000,0.000000,0.000000,0.000000,60.006079,43.650079,0.285471,0.380951,0.000000,0.000000,0.000000,569.320079,0.389939,-0.379735,-0.821934,     NaN,629.860265,     NaN,     NaN,-0.304318,633.161629,     NaN,-0.261854,465.570019,1.000000,49.000267,     NaN,     NaN,     NaN,437.656818,     NaN,     NaN,604.345068,     NaN,221.204582,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/17/21 ,17:13:08.41,800 WCTS,6025037-00100,WME092CSCM7/E3612-JB2C-2/C3012-GB2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000070,156.789664,1193.299976,70.360039,67.178484,3.181555,-0.397174,37.996967,0.000000,1471.287329,75.358731,72.566147,2.792584,-0.823065,66.244934,0.000000,0.000000,0.000000,0.000000,0.000000,60.006022,43.650022,0.278399,-0.139021,0.000000,0.000000,0.000000,569.320022,0.389939,-0.397174,-0.823065,     NaN,636.506149,     NaN,     NaN,-0.303859,641.282499,     NaN,-0.261382,465.573223,1.000000,49.000233,     NaN,     NaN,     NaN,437.075977,     NaN,     NaN,605.737782,     NaN,221.206089,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/17/21 ,17:13:13.41,800 WCTS,6025037-00100,WME092CSCM7/E3612-JB2C-2/C3012-GB2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000070,166.652131,1191.911670,70.261723,66.900853,3.360870,-0.388194,37.961459,0.000000,1469.960974,75.594339,72.629352,2.964987,-0.805827,66.042623,0.000000,0.000000,0.000000,0.000000,0.000000,60.001083,52.560083,0.315388,-0.477353,0.000000,0.000000,0.000000,569.143416,0.390646,-0.388194,-0.805827,     NaN,643.152979,     NaN,     NaN,-0.303386,649.402022,     NaN,-0.260882,465.575796,1.000000,49.000177,     NaN,     NaN,     NaN,436.393641,     NaN,     NaN,607.003314,     NaN,221.207298,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/17/21 ,17:13:18.41,800 WCTS,6025037-00100,WME092CSCM7/E3612-JB2C-2/C3012-GB2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000070,168.681110,1191.426538,70.234354,66.817965,3.416389,-0.384273,37.970955,0.000000,1470.786743,75.667129,72.650060,3.017069,-0.813053,66.125613,0.000000,0.000000,0.000000,0.000000,0.000000,60.001034,52.560034,0.311594,0.014469,0.000000,0.000000,0.000000,569.143367,0.390646,-0.384273,-0.813053,     NaN,649.790090,     NaN,     NaN,-0.302875,657.528483,     NaN,-0.260392,465.577852,1.000000,49.000094,     NaN,     NaN,     NaN,435.591730,     NaN,     NaN,608.159192,     NaN,221.208264,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/17/21 ,17:13:23.40,800 WCTS,6025037-00100,WME092CSCM7/E3612-JB2C-2/C3012-GB2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000070,178.247659,1194.863745,70.156799,66.571078,3.585722,-0.399346,37.977145,0.000000,1471.395728,75.888000,72.715528,3.172472,-0.834320,66.125608,0.000000,0.000000,0.000000,0.000000,0.000000,60.001003,52.560003,0.294871,-0.424462,0.000000,0.000000,0.000000,569.143336,0.390646,-0.399346,-0.834320,     NaN,656.443199,     NaN,     NaN,-0.302428,665.674011,     NaN,-0.259975,465.579815,1.000000,49.000005,     NaN,     NaN,     NaN,434.714879,     NaN,     NaN,609.191314,     NaN,221.209187,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/17/21 ,17:13:28.41,800 WCTS,6025037-00100,WME092CSCM7/E3612-JB2C-2/C3012-GB2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000070,186.739890,1196.866223,70.074884,66.296324,3.778560,-0.422986,37.970948,0.000000,1472.804675,76.137580,72.793130,3.344450,-0.826271,66.121478,0.000000,0.000000,0.000000,0.000000,0.000000,59.996049,62.900049,0.336832,0.715913,0.000000,0.000000,0.000000,569.026716,0.387797,-0.422986,-0.826271,     NaN,663.105770,     NaN,     NaN,-0.302088,673.833589,     NaN,-0.259501,465.581130,1.000000,48.999888,     NaN,     NaN,     NaN,433.749951,     NaN,     NaN,610.115779,     NaN,221.209805,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/17/21 ,17:13:33.40,800 WCTS,6025037-00100,WME092CSCM7/E3612-JB2C-2/C3012-GB2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000070,200.562103,1194.430249,69.970899,65.935064,4.035835,-0.398829,37.998202,0.000000,1471.746680,76.468643,72.899945,3.568698,-0.853415,66.158641,0.000000,0.000000,0.000000,0.000000,0.000000,59.990062,74.760062,0.372753,0.822465,0.000000,0.000000,0.000000,568.870062,0.384974,-0.398829,-0.853415,     NaN,669.761145,     NaN,     NaN,-0.301654,681.995260,     NaN,-0.259186,465.582018,1.000000,48.999744,     NaN,     NaN,     NaN,432.653270,     NaN,     NaN,610.912718,     NaN,221.210222,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/17/21 ,17:13:38.41,800 WCTS,6025037-00100,WME092CSCM7/E3612-JB2C-2/C3012-GB2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000070,212.372469,1193.924463,69.876867,65.601698,4.275169,-0.393357,37.970541,0.000000,1469.837097,76.775961,73.001258,3.774702,-0.823479,66.059962,0.000000,0.000000,0.000000,0.000000,0.000000,59.989042,81.190042,0.382300,1.309408,0.000000,0.000000,0.000000,568.796709,0.384437,-0.393357,-0.823479,     NaN,676.415402,     NaN,     NaN,-0.301183,690.146809,     NaN,-0.258787,465.582611,1.000000,48.999599,     NaN,     NaN,     NaN,431.446026,     NaN,     NaN,611.591022,     NaN,221.210500,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/17/21 ,17:13:43.41,800 WCTS,6025037-00100,WME092CSCM7/E3612-JB2C-2/C3012-GB2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000070,221.935535,1192.866467,69.800702,65.329173,4.471529,-0.400465,37.949498,0.000000,1471.653796,77.028094,73.085493,3.942601,-0.822536,66.164848,0.000000,0.000000,0.000000,0.000000,0.000000,59.993023,87.890023,0.396016,2.370361,0.000000,0.000000,0.000000,568.736690,0.382720,-0.400465,-0.822536,     NaN,683.058992,     NaN,     NaN,-0.300726,698.332222,     NaN,-0.258337,465.583000,1.000000,48.999483,     NaN,     NaN,     NaN,430.130394,     NaN,     NaN,612.133356,     NaN,221.210682,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/17/21 ,17:13:48.41,800 WCTS,6025037-00100,WME092CSCM7/E3612-JB2C-2/C3012-GB2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000070,227.858904,1192.247144,69.735532,65.095634,4.639898,-0.402117,37.955690,0.000000,1472.624060,77.244846,73.158521,4.086324,-0.817995,66.197053,0.000000,0.000000,0.000000,0.000000,0.000000,59.993076,87.890076,0.385721,2.139291,0.000000,0.000000,0.000000,568.736743,0.382720,-0.402117,-0.817995,     NaN,689.699228,     NaN,     NaN,-0.300275,706.520730,     NaN,-0.257849,465.583056,1.000000,48.999389,     NaN,     NaN,     NaN,428.703654,     NaN,     NaN,612.580218,     NaN,221.210709,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/17/21 ,17:13:53.40,800 WCTS,6025037-00100,WME092CSCM7/E3612-JB2C-2/C3012-GB2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000070,242.395035,1195.302441,69.624856,64.698969,4.925887,-0.399236,37.955062,0.000000,1473.666577,77.614487,73.283712,4.330775,-0.819243,66.179291,0.000000,0.000000,0.000000,0.000000,0.000000,59.993095,87.890095,0.362590,1.808400,0.000000,0.000000,0.000000,568.736762,0.382720,-0.399236,-0.819243,     NaN,696.359477,     NaN,     NaN,-0.299811,714.699174,     NaN,-0.257367,465.583000,1.000000,48.999322,     NaN,     NaN,     NaN,427.183236,     NaN,     NaN,612.942552,     NaN,221.210682,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/17/21 ,17:13:58.41,800 WCTS,6025037-00100,WME092CSCM7/E3612-JB2C-2/C3012-GB2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000070,260.745805,1196.355286,69.504536,64.266905,5.237631,-0.403884,37.958362,0.000000,1473.207239,78.019254,73.422459,4.596796,-0.816356,66.183417,0.000000,0.000000,0.000000,0.000000,0.000000,60.008019,109.650019,0.420525,2.921705,0.000000,0.000000,0.000000,568.476685,0.382895,-0.403884,-0.816356,     NaN,703.029905,     NaN,     NaN,-0.299360,722.859354,     NaN,-0.256901,465.582204,1.000000,48.999333,     NaN,     NaN,     NaN,425.559803,     NaN,     NaN,613.218481,     NaN,221.210309,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/17/21 ,17:14:03.41,800 WCTS,6025037-00100,WME092CSCM7/E3612-JB2C-2/C3012-GB2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000070,276.694483,1192.850977,69.374622,63.800547,5.574075,-0.403665,37.968283,0.000000,1472.861487,78.457083,73.574181,4.882903,-0.810770,66.195401,0.000000,0.000000,0.000000,0.000000,0.000000,60.008078,117.600078,0.425018,2.966238,0.000000,0.000000,0.000000,568.333411,0.382405,-0.403665,-0.810770,     NaN,709.683044,     NaN,     NaN,-0.298982,731.032064,     NaN,-0.256370,465.580740,1.000000,48.999366,     NaN,     NaN,     NaN,423.808914,     NaN,     NaN,613.355809,     NaN,221.209624,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/17/21 ,17:14:08.40,800 WCTS,6025037-00100,WME092CSCM7/E3612-JB2C-2/C3012-GB2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000070,284.487288,1194.631531,69.294388,63.513613,5.780775,-0.397666,37.969740,0.000000,1469.331384,78.727451,73.668118,5.059334,-0.811789,66.198717,0.000000,0.000000,0.000000,0.000000,0.000000,60.008083,125.970083,0.442797,3.768146,0.000000,0.000000,0.000000,568.203417,0.382492,-0.397666,-0.811789,     NaN,714.740762,     NaN,     NaN,-0.300656,739.189422,     NaN,-0.264952,468.738148,1.000000,49.332744,     NaN,     NaN,     NaN,424.119784,     NaN,     NaN,613.368738,     NaN,218.567327,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/17/21 ,17:14:13.41,800 WCTS,6025037-00100,WME092CSCM7/E3612-JB2C-2/C3012-GB2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000070,299.692467,1196.592725,69.202040,63.183902,6.018138,-0.181941,37.938561,0.000000,1467.798547,79.039458,73.776672,5.262785,-0.779695,66.170634,0.000000,0.000000,0.000000,0.000000,0.000000,60.013072,134.530072,0.448894,4.422298,0.000000,0.000000,0.000000,568.086739,0.383157,-0.181941,-0.779695,     NaN,718.543235,     NaN,     NaN,-0.303096,747.329159,     NaN,-0.280790,471.894833,1.000000,49.666122,     NaN,     NaN,     NaN,425.356804,     NaN,     NaN,613.261338,     NaN,215.845930,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/17/21 ,17:14:18.41,800 WCTS,6025037-00100,WME092CSCM7/E3612-JB2C-2/C3012-GB2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000070,310.685345,1195.637939,69.097603,62.810656,6.286947,0.000234,37.929674,0.000000,1469.878418,79.394360,73.900449,5.493911,-1.034042,66.132225,0.000000,0.000000,0.000000,0.000000,0.000000,60.013083,134.530083,0.433011,4.622420,0.000000,0.000000,0.000000,568.086750,0.383157,0.000234,-1.034042,     NaN,722.024223,     NaN,     NaN,-0.304672,755.479595,     NaN,-0.299702,475.050871,1.000000,49.999528,     NaN,     NaN,     NaN,426.688421,     NaN,     NaN,613.059966,     NaN,213.042467,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/17/21 ,17:14:23.40,800 WCTS,6025037-00100,WME092CSCM7/E3612-JB2C-2/C3012-GB2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000070,335.087508,1195.818579,68.925227,62.192616,6.732611,-0.059527,37.954245,0.000000,1474.301392,79.985603,74.107362,5.878240,-1.295393,66.186318,0.000000,0.000000,0.000000,0.000000,0.000000,60.014066,151.840066,0.453136,4.933008,0.000000,0.000000,0.000000,567.820066,0.380402,-0.059527,-1.295393,     NaN,725.500652,     NaN,     NaN,-0.306289,763.640352,     NaN,-0.318809,478.206908,1.000000,50.332934,     NaN,     NaN,     NaN,427.982394,     NaN,     NaN,612.761498,     NaN,210.153961,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
